,tweet_id,publisher id,text,creation date,favotits_count,retweet_count,in_reply_to_status_id_str,subjectivity,polarity,Analyse
667,1544400758723969031,940277332308262913,"Worn tires can be dangerous! Less traction, difficulties braking, and hydroplaning can all be caused by worn tires!https://t.co/TID5yLQrJR    .eliteautorepair wefixcars Mercedeseliterocks Porsche asecertified brakes brakerepairs autoshop delraybeach tireexchange https://t.co/O0QgzXg4cO",2022-07-05 19:20:09,0,0,,0.48333333333333334,-0.4583333333333333,Negative
668,1544400377201971200,3305173236,"RT : Update on the SL63 GT500, trying to sort out a livery now.b3d mercedes AMG superGT gt500 https://t.co/WR5SDUWyFT",2022-07-05 19:18:38,0,3,,0.0,0.0,Neural
669,1544400041670066176,907768420103544838,"If you're not rolling around in your dream ride, give us a call! MercedesBenzOfBloomfieldHills Mercedes NewVehicles PreOwnedVehicles BloomfieldHills https://t.co/YXShiS6gZc",2022-07-05 19:17:18,0,0,,0.0,0.0,Neural
670,1544399289341837318,1430248627558129668,Good old neighbourmercedesbenz oldtimer carphotography mercedes https://t.co/JazSumOpvb,2022-07-05 19:14:18,8,1,,0.4,0.39999999999999997,Positive
671,1544399157670170628,718415206062403584,"RT : We’ve always been one step ahead in the world of electric cars, and it continues with the Mercedes-AMG EQS. ToBeAGamech…",2022-07-05 19:13:47,0,40,,0.0,0.0,Neural
672,1544397734165225475,1544383220497752067,"Formula1 fans let’s be mutuals, i support mercedes, vettel and dr3",2022-07-05 19:08:08,0,0,,0.0,0.0,Neural
673,1544397590841761795,1542629208983306241,"RT _: Mercedes also already know who will be replacing Hamilton, once he retires. Currently the drivers with the most chance ar…",2022-07-05 19:07:33,0,37,,0.45,0.25,Positive
674,1544397587834339329,1487862651883556868,"I just want to laugh in the face of those people with mercedes bmw and porsches , and generally, those folk whose cars are an extension of their penis. How's ya fuel consumption going? 😂 £40 full tank here, with my little fiat500 .",2022-07-05 19:07:33,0,0,,0.4125,0.128125,Positive
675,1544395752432181256,42910193,"RT : This year, Mercedes-Benz acquired a stake in Lidar maker Luminar, and said it will use its sensors for future autonomous…",2022-07-05 19:00:15,0,1,,0.125,0.0,Neural
676,1544393629099343873,1519413591539130370,My new concept of coupe cars...design sketsh ink draw BMW Volvo Mercedesbenz KSA Riyadh Mercedes kia nissan Toyota تصميم السعودية تركي_آل_الشيخ تيك_توك تاريخ_مجيد_و_عهد_جديد سيارة وكالة سباق https://t.co/N1stLBX8hk,2022-07-05 18:51:49,0,0,,0.45454545454545453,0.13636363636363635,Positive
677,1544391791654440961,20261406,"Whats the point. PS5Share, GranTurismo7 mercedes AMG WeLivePerformance  https://t.co/56eEYvUILZ",2022-07-05 18:44:31,0,0,,0.0,0.0,Neural
678,1544391076500443140,733393916,"A typical car in Imotski, Croatia :)Did you know that, apart from the famous karst craters, Imotski can also boast one of the largest Mercedes density in the world?I do not know if it has already been created, but, there is a plan to create ...a Mercedes monument in Imotski https://t.co/T3gzSXUxZ7",2022-07-05 18:41:40,3,0,,0.8333333333333334,0.2777777777777778,Positive
679,1544390205624426496,253615321,ElectricCars make up almost half of all new sales across London which continues to lead the rest of the country in switching to greener forms of motoring. https://t.co/zdxIcgr3tg EUGreenDeal ClimateActionNow ElectricVehicles EVs cars VW Stellantis Renault Mercedes BMW,2022-07-05 18:38:13,1,0,,0.3106060606060606,-0.015151515151515152,Negative
680,1544390043237744640,326048364,The all-new Mercedes-AMG SL features a revolutionary interior and exterior experience. https://t.co/FkA3ybd1IJSinclairMercedesBenz MercedesBenz Mercedes MB MercedesSL MercedesAMG AMG SL DrivingPerformance https://t.co/yeOtzeUVUY,2022-07-05 18:37:34,1,0,,0.0,0.0,Neural
681,1544387711275974656,1259969740182884352,RT : Our van on our latest trip ❤️ Instagram: littlebigsprintervanlife vanlifeukcamperconversionastroAstrophotog…,2022-07-05 18:28:18,0,1,,0.9,0.5,Positive
682,1544387093861994497,1391816541281341444,New Mr. Consistency?🤔Hamilton is the only driver who finished all the races so far!LewisHamilton Mercedes F1 Formula1 F12022 RaceLap https://t.co/8i5veS8uE4,2022-07-05 18:25:51,1,0,,0.7272727272727273,0.06818181818181818,Positive
683,1544386002290196483,18904193,Our van on our latest trip ❤️ Instagram: littlebigsprintervanlife vanlifeukcamperconversionastroAstrophotographymilkywaystarssprinterconversioncampervan camperlifesprintermercedes builtnotboughtcamperlifestylecampervanlife https://t.co/WGnfblMNRx,2022-07-05 18:21:30,2,1,,0.9,0.5,Positive
684,1544383943687999490,782002107062681600,RT : Mercedes 300SL Gullwing Hover Car?!This is the current state of assets for my upcoming cyberpunk piece. The car is almost…,2022-07-05 18:13:20,0,10,,0.4,0.0,Neural
685,1544382708692008966,308765168,Mercedes E220d enjoying our gold service package! why not treat your vehicle to a service with us? Book your vehicle in for a service today!mercedes servicing https://t.co/B4s3a7wTyX,2022-07-05 18:08:25,1,0,,0.6,0.625,Positive
686,1544381722762018818,569320642,Mercedes W121 190 SL NEW Original Nardi Steering Wheel 15.3” Mercedes SteeringWheels classiccar https://t.co/HIrwKClGeE https://t.co/wxkdXpXTKw,2022-07-05 18:04:30,0,0,,0.6022727272727273,0.2556818181818182,Positive
687,1544381358637608965,1200330399102197761,RT : Mercedes 300SL Gullwing Hover Car?!This is the current state of assets for my upcoming cyberpunk piece. The car is almost…,2022-07-05 18:03:03,0,10,,0.4,0.0,Neural
688,1544381310101323777,1145991964191580160,"Mercedes 300SL Gullwing Hover Car?!This is the current state of assets for my upcoming cyberpunk piece. The car is almost ready and I have a few more assets to build.Test render, no comp, only frame buffer effects - Rendered with  mercedes cgi scifi cyberpunk https://t.co/bg3NnSa6XD",2022-07-05 18:02:52,42,10,,0.5,0.1,Positive
689,1544381030156718081,707308373633437696,"Mercedes-Benz Zetros 24V Ride On Super Truck🏁        ⭐Officially Licensed Mercedes⭐Remote Control✔2 Leather seatsRubber TiresLED'sRadio,MP3, Wireless BT🎵https://t.co/GsmqQcqYpk…toddler birthday Mercedes trucks fun family  kids tuesdayvibe  Adventures https://t.co/PzniacSwZl",2022-07-05 18:01:45,0,0,,0.43333333333333335,0.31666666666666665,Positive
690,1544380588726968320,896821284662804482,Look closely ✨--Jeddah موسم_جدة فعاليات_جدة تأجير_سيارات إيسار ESAR  تأجير_سيارات_في_جدة  استأجر توصيل جدة_الان  جدة_بير سيتي_ووك G63 Mercedes مرسيدس جي_كلاس_جدة https://t.co/sG8EQLdVyL,2022-07-05 18:00:00,0,0,,0.0,0.0,Neural
691,1544379631813509120,1176640496,RT : A DNF at the British GP ended George Russell's Top 5️⃣ streak 🙁 Do you think he will be back at the top 5️⃣ in Austria? 💬⁠…,2022-07-05 17:56:12,0,21,,0.25,0.25,Positive
692,1544378593928675332,703967220054024192,RT : A DNF at the British GP ended George Russell's Top 5️⃣ streak 🙁 Do you think he will be back at the top 5️⃣ in Austria? 💬⁠…,2022-07-05 17:52:04,0,21,,0.25,0.25,Positive
693,1544378420519473152,1248923673215590400,"RT : Update on the SL63 GT500, trying to sort out a livery now.b3d mercedes AMG superGT gt500 https://t.co/WR5SDUWyFT",2022-07-05 17:51:23,0,3,,0.0,0.0,Neural
694,1544376016910618631,1391795101769379841,RT : A DNF at the British GP ended George Russell's Top 5️⃣ streak 🙁 Do you think he will be back at the top 5️⃣ in Austria? 💬⁠…,2022-07-05 17:41:50,0,21,,0.25,0.25,Positive
695,1544374488053301248,201855703,So I can't decide if I should take the reliable AF Honda that has a great AC or the black on black old Mercedes I prefer driving to the tax office to get my Miata tag so I can finish that project and get back to restoring my E12 BMW. I have too many cars. carguyproblems,2022-07-05 17:35:45,0,0,,0.38611111111111107,0.1777777777777778,Positive
696,1544374322420219905,421151951,ambient lighting mercedes con attivazione gestione software su monitor originale.                              audioelite ambientlighting ambientlight mercedes mercedesclassea mercedesbenz mercedesamg https://t.co/uHTh8Pteib,2022-07-05 17:35:06,0,0,,0.0,0.0,Neural
697,1544373665281839104,1255677262176935936,RT : A DNF at the British GP ended George Russell's Top 5️⃣ streak 🙁 Do you think he will be back at the top 5️⃣ in Austria? 💬⁠…,2022-07-05 17:32:29,0,21,,0.25,0.25,Positive
698,1544373510943911936,141531140,RT _day: MiddayNews | Autorickshaw outpaced Mercedes car: Maharashtra CM EknathShinde's dig at UddhavThackeray https://t.co/W…,2022-07-05 17:31:52,0,1,,0.0,0.0,Neural
699,1544372920792846337,1543874015206559747,"Mercedes also already know who will be replacing Hamilton, once he retires. Currently the drivers with the most chance are:- Ocon- Van Doorne- De VriesMercedes had a slight interest in Norris, before he signed his long term contract.Formula1 F1 Mercedes AustrianGP",2022-07-05 17:29:32,1320,37,,0.3666666666666667,0.07083333333333335,Positive
700,1544371958846001159,940277332308262913,Preventative maintenance is essential to have reliable transportation. Our technicians are here to help! Visit our website to learn more!https://t.co/TID5yLQrJR    .eliteautorepair wefixcars Mercedes asecertified brakes  autoshop delraybeach oilchange modification https://t.co/N6KsT7eNK9,2022-07-05 17:25:42,0,0,,0.3,0.0,Neural
701,1544371554397474818,628529102,  UncleClifford friend Black Ceasar is apart of that representation and in Season 1 there was Yoli. You gotta watch with the FBI eyes like Mercedes told AutumnNight There’s room for ALL down in the Valley PValley  ,2022-07-05 17:24:06,9,0,1543762316373663744,0.36111111111111116,-0.16111111111111112,Negative
702,1544371097793183745,1541123405407260672,classic carcars car carsmeetwe explorepage explore exploraction bmw bmwf bmwm mercedes mercedesf1 toyota LexusLX Lexus LexusLS rills twitter photo photography photooftheday pictures Ferrari Audi Toyota Nissan instagramdown nature https://t.co/qa5Wz0hSoR,2022-07-05 17:22:17,0,0,,0.16666666666666666,0.16666666666666666,Positive
703,1544370505062440960,2492906047,RT : A DNF at the British GP ended George Russell's Top 5️⃣ streak 🙁 Do you think he will be back at the top 5️⃣ in Austria? 💬⁠…,2022-07-05 17:19:56,0,21,,0.25,0.25,Positive
704,1544370420467523587,25240814," has consigned the Tony Vincent Estate Collection for their Pebble Beach Auctions, August 19-20. Read the full press release here: https://t.co/7d4CejBSsRgoodingandcompany goodingco goodingauction pebblebeach mercedes benz classiccarauction sportscar https://t.co/5plZjZwOrO",2022-07-05 17:19:35,0,0,,0.55,0.35,Positive
705,1544370358794559491,42910193,"This year, Mercedes-Benz acquired a stake in Lidar maker Luminar, and said it will use its sensors for future autonomous vehicles.As Tesla, Airbus, SAIC and others test it, Volvo said LAZR's lidar device will be standard on the new Volvo XC90 SUVDisclosure: Own: $LAZR",2022-07-05 17:19:21,2,1,,0.4559090909090909,0.22727272727272724,Positive
706,1544369434931957771,1341338993640824832,RT : A DNF at the British GP ended George Russell's Top 5️⃣ streak 🙁 Do you think he will be back at the top 5️⃣ in Austria? 💬⁠…,2022-07-05 17:15:40,0,21,,0.25,0.25,Positive
707,1544368697451610114,1497796599652753411,RT : A DNF at the British GP ended George Russell's Top 5️⃣ streak 🙁 Do you think he will be back at the top 5️⃣ in Austria? 💬⁠…,2022-07-05 17:12:45,0,21,,0.25,0.25,Positive
708,1544366903870730240,31632905,MiddayNews | Autorickshaw outpaced Mercedes car: Maharashtra CM EknathShinde's dig at UddhavThackeray https://t.co/WwQNJGbyiI,2022-07-05 17:05:37,3,1,,0.0,0.0,Neural
709,1544366071163064322,36339032,A DNF at the British GP ended George Russell's Top 5️⃣ streak 🙁 Do you think he will be back at the top 5️⃣ in Austria? 💬⁠F1 BritishGP Mercedes Motorsport https://t.co/m572wH7HAi,2022-07-05 17:02:18,429,21,,0.25,0.25,Positive
710,1544365772667064322,1478771462374932487,Put on your own light show in the all-electric Mercedes-Benz EQS. A glass dashboard of 56 inches creates the stage.AcceleRide mercedesbenz mercedes electricvehicles https://t.co/xNFvZXudXG,2022-07-05 17:01:07,0,0,,0.85,0.5,Positive
711,1544365767856095235,1027799270920019969,"RT _stx: Summer Mercedes from Fire Emblem, commission for  FireEmblem Mercedes https://t.co/sHiMIq9Xjb",2022-07-05 17:01:06,0,857,,0.0,0.0,Neural
712,1544365498468630530,1323270398822199296,AUDI A5 2.0 TDI BLACK EDITION PLUS 5D 187 BH📞 Call us today - 01296 767675💻 Visit us - Hilton Car Supermarket - New and Used Cars for Sale in the Uhiltoncarsupermarket mercedesbenz mercedes mercedesamg benz bmw cars car mercedeslovers luxury luxurycars amg https://t.co/lk22zn1sTh,2022-07-05 17:00:02,0,0,,0.44393939393939397,-0.015151515151515152,Negative
713,1544364241414766592,979704838891167744,"Great, compact electric 7 seat SUV available from stock for immediate delivery. Contact info-cars.co.uk to order or discuss a personalised quote.mercedes eqb ev electricvehicle suv 7seater carsinstock newcar love electric cars spccars companycar familycar https://t.co/nWAJiiStQf",2022-07-05 16:55:02,1,0,,0.5833333333333334,0.5666666666666668,Positive
714,1544363613036711936,1353510347504824363,"RT _stx: Summer Mercedes from Fire Emblem, commission for  FireEmblem Mercedes https://t.co/sHiMIq9Xjb",2022-07-05 16:52:32,0,857,,0.0,0.0,Neural
715,1544363567931064321,1452102894031753216,What the driveway at Vsamurai headquarters looks like…Which one is your favorite?Rollsroyce Bentley mercedes phantom ghost mulsanne s550 vsamurai Cryptoboss https://t.co/azXJfYBt16,2022-07-05 16:52:22,6,0,,0.0,0.0,Neural
716,1544361382862372864,587155302,RT : 'Cautious' Wolff encouraged by Mercedes progress Full story 👉 https://t.co/EqBInJXW6j AustrianGP F1 Hamilton Me…,2022-07-05 16:43:41,0,2,,0.55,0.35,Positive
717,1544361062790828033,791544050281091072,"RT _stx: Summer Mercedes from Fire Emblem, commission for  FireEmblem Mercedes https://t.co/sHiMIq9Xjb",2022-07-05 16:42:24,0,857,,0.0,0.0,Neural
718,1544359819922100225,1472920732904611840,"🔔 Just a reminder. We have 2 pickup locations: 📍 10603 Hawthorne blvd, Inglewood, Ca, 90304📍 Los Angeles International AirportWhich would you choose?techiia_motors mercedes carrental carrentalservice https://t.co/8FKx4Upa0l",2022-07-05 16:37:28,0,0,,0.0,0.0,Neural
719,1544358106641096712,1356024306967470080,Number of points scored in the last 5 races:Mercedes - 109Ferrari - 108F1 Mercedes Ferrari,2022-07-05 16:30:40,4,0,,0.06666666666666667,0.0,Neural
720,1544357413070979072,1439110665067798530,Who is related to this? 🤫😂Follow us 👉https://t.co/Gw2lL6R4X3ForzaHorizon5 FH5 ForzaHorizon FH5photo FH5picture FH5livery GTR GT Livery Lamborghini F1 Formula1 race racing cars mclaren redbull mercedes ferrari hotwheels dlc memeCredit: vallkia https://t.co/H2av3Xhiml,2022-07-05 16:27:54,1,0,,0.4,0.0,Neural
721,1544356150602350592,1125142116840112135,RT : G900 Mansorysupercarsdaily supercarage supercarclub supercarlife expensivecars hypercars supercar luxurycars …,2022-07-05 16:22:53,0,2,,0.0,0.0,Neural
722,1544355474656698371,1194265456321974272,"Looking for a convertible with a lower price tag?Check out this 2004 Mercedes SL R230, available for £4,999.Comes with: ⚪ Memory seats⚪ Electric windows⚪ Heated seats⚪ Climate control📍Location – Winsfordhttps://t.co/7KrQXZX9WR mercedes usedcars carsdaily https://t.co/Zut1uf742A",2022-07-05 16:20:12,1,1,,0.4,0.4,Positive
723,1544355413918883840,1363212157157072900,RT : Mercedes AMG Black Series ♠️ https://t.co/9Ual22it3q,2022-07-05 16:19:58,0,551,,0.43333333333333335,-0.16666666666666666,Negative
724,1544354164859346944,1524595058,"Mercedes are a step closer to winning again: HamiltonSeven-time world champion believes his third-place finish at British GP has narrowed gap on Red Bull, FerrariRead more: https://t.co/LbY1TNBeV0FormulaOne F1 Mercedes RedBull Ferrari BritishGP LewisHamilton https://t.co/dkuApIKZDz",2022-07-05 16:15:00,0,0,,0.3125,0.25,Positive
725,1544351442340925441,1543874015206559747,"Mercedes is going to be bringing a big upgrade package to one of the races.It should resolve the porpoising issues massively, and also improve performance. The package will most likely be after the break.F1 AustrianGP Mercedes Formula1 https://t.co/9UEmBjjEJ4",2022-07-05 16:04:11,12,0,,0.65,0.125,Positive
726,1544350527537946625,1471541249538764802,"Check out this 2022 MercedesBenz CClass C 300! This features a sunroof, CarPlay, heated seats, a power liftgate, and more. Can't find the car you are looking for? Customize and Reserve Your Incoming Unit Now - The New Way to Buy! CioccaonSocial StateCollege Mercedes https://t.co/Qe06vCAU6r",2022-07-05 16:00:33,0,0,,0.4772727272727273,0.3352272727272727,Positive
727,1544350441697382401,979704838891167744,"Another great brand new Mercedes 4x4 from stock for immediate delivery.Contact info-cars.co.uk to place your order. Available on HP, PCP, PCH or BCH funding.mercedes glc coupe amg amgline love prestige cars pfa efl mcc worldrugby spccars carsinstock https://t.co/3gDwrHQuzZ",2022-07-05 16:00:12,0,0,,0.5511363636363636,0.4590909090909091,Positive
728,1544350395471802368,1364265286459916290,G900 Mansorysupercarsdaily supercarage supercarclub supercarlife expensivecars hypercars supercar luxurycars supercarlifestyle carspotters exoticcars supercarspotting supercarspotter mercedes g900 cars luxurycars expensivecarsdailyhttps://t.co/LIj6FWelQ6 https://t.co/MktKg0EGkt,2022-07-05 16:00:01,10,2,,0.0,0.0,Neural
729,1544348733185441800,750062605,A morning school run in YN67CEY this morning with  schoolbus beverley westwood mercedes https://t.co/mLcqlQ8sJy,2022-07-05 15:53:25,9,0,,0.0,0.0,Neural
730,1544347298939142147,942132561710600192,It’s best to get in at the ground floor! Several upcoming catalysts! ElectricVehicles  EV tsla VW Mercedes It’s generational and many verticals. $MMAT https://t.co/a59aDxIJly,2022-07-05 15:47:43,9,0,,0.26666666666666666,0.5,Positive
731,1544346656098877441,1361450467365109761,They're baking a Mercedes-Benz SLR McLaren 🤤👌🏻😋modernclassic SLR McLaren 2003 mercedes C199 https://t.co/aQUJyW92xf,2022-07-05 15:45:10,0,0,,0.0,0.0,Neural
732,1544346627468566529,979704838891167744,"Rare chance to get one of these brilliant performance SUVs from stock with immediate delivery. Brand new.Contact info-cars.co.uk for a personalised quote, or to place your order. mercedes glc amg pfa efl mcc worldrugby love performance cars carsinstock spccars https://t.co/9MzfA908da",2022-07-05 15:45:03,0,0,,0.8333333333333334,0.5666666666666667,Positive
733,1544346341278896129,1539680001523597312,"RT : So, how did the main premium brands do in the world's most important premium car markets in 2021?Have a lookcarin…",2022-07-05 15:43:54,0,10,,0.611111111111111,0.35555555555555557,Positive
734,1544346255488425984,989027132906057729,Mercedes Mercedesparts w204 c220d partsavailablec220gearbox65 ..For more info visit...https://t.co/p58p3V9z54 https://t.co/GvcsyGDhAp,2022-07-05 15:43:34,0,0,,0.5,0.5,Positive
735,1544345964386738176,196262239,A prayer for  admin who can no longer post on Mr. Consistency.F1 Mercedes Russell https://t.co/CVd8BmVbA4,2022-07-05 15:42:25,0,0,,0.0,0.0,Neural
736,1544345445035802625,149226974,Sport This Day🗓 5th July 2015🏁 🗒  celebrates with the Champagne after winning the  British Grand Prix  in his  motorsport f1 formula1 formulaone grandprix britishgrandprix mercedes hamilton lewishamilton lh44 https://t.co/kQvaGMkkt4,2022-07-05 15:40:21,1,0,,0.5833333333333334,0.3333333333333333,Positive
737,1544344863336026113,2555486467,The World's Most Efficient Car: Musk Should Be Worried About Mercedes Autos Mercedes https://t.co/nrbU52xcz7 https://t.co/NoEmeLVVlu,2022-07-05 15:38:02,0,0,,0.5,0.5,Positive
738,1544341696343068672,1314629000,"RT : A little something for the best fans in the world, courtesy of the Space Man  Shoutout to …",2022-07-05 15:25:27,0,14,,0.4,0.40625,Positive
739,1544341433573707776,1450656671731118082,RT : “ I Can Do It!”Maybe Dimitri can do it this time because he has broken many needles before. :)FE3H FireEmblemThreeH…,2022-07-05 15:24:24,0,1593,,0.6333333333333333,0.19999999999999998,Positive
740,1544338320729075712,1540648426165223427,NO RESERVE - 1980 Mercedes-Benz 450 SE. 3rd time around on this site for this duffer and it appears to have been sold the last 2 times so there might be something seriously wrong with it! PASS PASS PASS! classiccars mercedes https://t.co/6RNEBROGdp https://t.co/6RhrPdvywy,2022-07-05 15:12:02,0,0,,0.32222222222222224,-0.2604166666666667,Negative
741,1544337888573198338,1543874015206559747,"Regarding Mercedes upgrades:- They aren’t too optimistic about Austria- They will bring small upgrades to every track, upgrades mainly floor related- They will see where they are at in Hungary, and see how these upgrades affect the porpoising.Formula1 Mercedes F1",2022-07-05 15:10:19,16,2,,0.37777777777777777,-0.02777777777777778,Negative
742,1544336732505751552,1269120139007528960,RT : “ I Can Do It!”Maybe Dimitri can do it this time because he has broken many needles before. :)FE3H FireEmblemThreeH…,2022-07-05 15:05:44,0,1593,,0.6333333333333333,0.19999999999999998,Positive
743,1544335681425707008,1544048698191237120,RT _racing: Competitive car. Determined team. See you in Laguna / IMSA 🏁  🏁 🏳️ 🏳️…,2022-07-05 15:01:33,0,13,,0.0,0.0,Neural
744,1544335558599708675,1181599236019884032,Truck just added to Truckpages: 1 Owner Euro 6Here WHS we are delihttps://t.co/18orD7admw  mercedes Trucks For Sale,2022-07-05 15:01:04,0,0,,0.0,0.0,Neural
